element;sp_num;obs_wl_air(A);unc_obs_wl;ritz_wl_air(A);unc_ritz_wl;intens;Aki(s^-1);Acc;Ei(cm-1);Ek(cm-1);conf_i;term_i;J_i;conf_k;term_k;J_k;Type;tp_ref;line_ref;
Ne;1;5355.1640;0.0030;5355.1621;0.0004;1500;3.35e+05;C+;150858.5079;169526.8869;2s2.2p5.(2P*<1/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).5d;2[5/2]*;3;;T6976;L4498;
Ne;1;5355.3394;0.0030;5355.3389;0.0004;50;1.18e+05;C;150858.5079;169526.2708;2s2.2p5.(2P*<1/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).5d;2[5/2]*;2;;T6976;L4498;
Ne;1;5355.4236;0.0030;5355.4214;0.0004;1500;;;151038.4524;169705.9275;2s2.2p5.(2P*<1/2>).3p;2[1/2];1;2s2.2p5.(2P*<1/2>).6s;2[1/2]*;0;;;L4498;
Ne;1;5358.020;0.020;5358.0013;0.0004;100;;;150858.5079;169516.9948;2s2.2p5.(2P*<1/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).5d;2[3/2]*;1;;;L3469;
Ne;1;5360.0121;0.0004;5360.0109;0.0004;1500;;;150315.8612;168967.3526;2s2.2p5.(2P*<3/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).6s;2[3/2]*;1;;;L3451;
Ne;1;5360.4271;0.0030;5360.4238;0.0004;350;1.89e+05;C;150858.5079;169508.5627;2s2.2p5.(2P*<1/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).5d;2[3/2]*;2;;T6976;L4498;
Ne;1;5362.2334;0.0030;5362.2275;0.0004;250;6.9e+04;C;150858.5079;169502.2893;2s2.2p5.(2P*<1/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).5d;2[7/2]*;3;;T6976;L4498;
Ne;1;5366.2169;0.0030;5366.2198;0.0004;250;8.7e+04;C;150858.5079;169488.4193;2s2.2p5.(2P*<1/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).5d;2[1/2]*;1;;T6976;L4498;
Ne;1;5372.3110;0.0004;5372.3110;0.0004;750;;;150315.8612;168924.6500;2s2.2p5.(2P*<3/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).6s;2[3/2]*;2;;;L3451;
Ne;1;5374.9750;0.0010;5374.9754;0.0004;500;6.44e+05;C+;150917.4307;169516.9948;2s2.2p5.(2P*<3/2>).3p;2[1/2];0;2s2.2p5.(2P*<3/2>).5d;2[3/2]*;1;;T6976;L7292;
Ne;2;5376.635;0.020;5376.643;0.021;80;;;302829.0453;321422.84;2s2.2p4.(3P<2>).4f;2[4]*;9/2;2s2.2p4.(3P<2>).7g;2[5];11/2;;;L1406;
Ne;2;5377.255;0.020;5377.262;0.021;80;;;302831.176;321422.83;2s2.2p4.(3P<2>).4f;2[4]*;7/2;2s2.2p4.(3P<2>).7g;2[5];9/2;;;L1406;
Ne;2;5380.721;0.020;5380.722;0.020;80;;;302843.509;321423.21;2s2.2p4.(3P<2>).4f;2[3]*;7/2;2s2.2p4.(3P<2>).7g;2[4];9/2;;;L1406;
Ne;2;5380.886;0.020;5380.886;0.021;60;;;302844.085;321423.22;2s2.2p4.(3P<2>).4f;2[3]*;5/2;2s2.2p4.(3P<2>).7g;2[4];7/2;;;L1406;
Ne;1;5383.2457;0.0030;5383.2461;0.0004;250;1.80e+05;C;150917.4307;169488.4193;2s2.2p5.(2P*<3/2>).3p;2[1/2];0;2s2.2p5.(2P*<3/2>).5d;2[1/2]*;1;;T6976;L4498;
Ne;2;5386.898;0.020;5386.897;0.021;60;;;303508.458;322066.86;2s2.2p4.(3P<1>).4f;2[2]*;3/2;2s2.2p4.(3P<1>).7g;2[3];5/2;;;L1406;
Ne;2;5387.209;0.020;5387.210;0.020;80;;;303509.514;322066.84;2s2.2p4.(3P<1>).4f;2[2]*;5/2;2s2.2p4.(3P<1>).7g;2[3];7/2;;;L1406;
Ne;2;5392.001;0.020;5392.002;0.020;100;;;303527.7267;322068.56;2s2.2p4.(3P<1>).4f;2[4]*;9/2;2s2.2p4.(3P<1>).7g;2[5];11/2;;;L1406;
Ne;2;5392.248;0.020;5392.248;0.020;100;;;303528.5122;322068.50;2s2.2p4.(3P<1>).4f;2[4]*;7/2;2s2.2p4.(3P<1>).7g;2[5];9/2;;;L1406;
Ne;2;5396.47;0.04;5396.47;0.04;22w;;;302902.557;321428.05;2s2.2p4.(3P<2>).4f;2[2]*;3/2;2s2.2p4.(3P<2>).7g;2[3];5/2;;;L1406;
Ne;2;5396.782;0.020;5396.781;0.020;60;;;302903.635;321428.05;2s2.2p4.(3P<2>).4f;2[2]*;5/2;2s2.2p4.(3P<2>).7g;2[3];7/2;;;L1406;
Ne;2;5396.965;0.020;5396.963;0.021;120;;;303824.2119;322348.00;2s2.2p4.(3P<0>).4f;2[3]*;7/2;2s2.2p4.(3P<0>).7g;2[4];9/2;;;L1406;
Ne;2;5397.096;0.020;5397.097;0.021;100;;;303824.6705;322348.00;2s2.2p4.(3P<0>).4f;2[3]*;5/2;2s2.2p4.(3P<0>).7g;2[4];7/2;;;L1406;
Ne;1;5400.5616;0.0004;5400.5618;0.0010;20000;9.00e+05;B+;134459.2871;152970.7328;2s2.2p5.(2P*<3/2>).3s;2[3/2]*;1;2s2.2p5.(2P*<1/2>).3p;2[1/2];0;;T2733;L3451;
Ne;2;5405.152;0.020;5405.15;0.03;140*;;;302935.2919;321431.02;2s2.2p4.(3P<2>).4f;2[5]*;9/2;2s2.2p4.(3P<2>).7g;2[6];11/2;;;L1406;
Ne;2;5405.152;0.020;5405.15;0.03;140*;;;302935.312;321431.04;2s2.2p4.(3P<2>).4f;2[5]*;11/2;2s2.2p4.(3P<2>).7g;2[6];13/2;;;L1406;
Ne;1;5410.12;0.02;5410.1782;0.0004;50;;;151038.4524;169516.9948;2s2.2p5.(2P*<1/2>).3p;2[1/2];1;2s2.2p5.(2P*<3/2>).5d;2[3/2]*;1;;;L3469;
Ne;2;5411.083;0.020;5411.084;0.021;60;;;303599.9098;322075.36;2s2.2p4.(3P<1>).4f;2[3]*;7/2;2s2.2p4.(3P<1>).7g;2[4];9/2;;;L1406;
Ne;2;5411.263;0.020;5411.262;0.021;100;;;303600.498;322075.34;2s2.2p4.(3P<1>).4f;2[3]*;5/2;2s2.2p4.(3P<1>).7g;2[4];7/2;;;L1406;
Ne;1;5412.6490;0.0004;5412.6481;0.0004;2500;3.01e+05;C+;151038.4524;169508.5627;2s2.2p5.(2P*<1/2>).3p;2[1/2];1;2s2.2p5.(2P*<3/2>).5d;2[3/2]*;2;;T6976;L3451;
Ne;1;5418.5584;0.0004;5418.5577;0.0004;1500;3.78e+05;C;151038.4524;169488.4193;2s2.2p5.(2P*<1/2>).3p;2[1/2];1;2s2.2p5.(2P*<3/2>).5d;2[1/2]*;1;;T6976;L3451;
Ne;2;5420.09;0.04;5420.09;0.04;12w,bl;;;302989.805;321434.54;2s2.2p4.(3P<2>).4f;2[1]*;3/2;2s2.2p4.(3P<2>).7g;2[2];5/2;;;L1406;
Ne;1;5420.155;0.020;5420.1538;0.0004;500;4.33e+05;C;151038.4524;169482.9862;2s2.2p5.(2P*<1/2>).3p;2[1/2];1;2s2.2p5.(2P*<3/2>).5d;2[1/2]*;0;;T6976;L3469;
Ne;1;5433.6513;0.0004;5433.6499;0.0004;2500;2.83e+05;B+;148257.7898;166656.5114;2s2.2p5.(2P*<3/2>).3p;2[1/2];1;2s2.2p5.(2P*<1/2>).5s;2[1/2]*;1;;T2318;L3451;
Ne;1;5447.120;0.020;5447.1041;0.0004;80;;;152970.7328;171324.0107;2s2.2p5.(2P*<1/2>).3p;2[1/2];0;2s2.2p5.(2P*<1/2>).7s;2[1/2]*;1;;;L3469;
Ne;1;5448.5091;0.0004;5448.5085;0.0004;1500;4.65e+05;B+;148257.7898;166606.3370;2s2.2p5.(2P*<3/2>).3p;2[1/2];1;2s2.2p5.(2P*<1/2>).5s;2[1/2]*;0;;T2734;L3451;
Ne;1;5494.4158;0.0004;5494.4161;0.0004;500;;;150772.1118;168967.3526;2s2.2p5.(2P*<1/2>).3p;2[3/2];1;2s2.2p5.(2P*<3/2>).6s;2[3/2]*;1;;;L3451;
Ne;1;5507.3442;0.0030;5507.3415;0.0004;250;;;150772.1118;168924.6500;2s2.2p5.(2P*<1/2>).3p;2[3/2];1;2s2.2p5.(2P*<3/2>).6s;2[3/2]*;2;;;L4498;
Ne;1;5511.176;0.020;5511.1760;0.0004;30;;;149657.0392;167796.9475;2s2.2p5.(2P*<3/2>).3p;2[5/2];3;2s2.2p5.(2P*<1/2>).4d;2[3/2]*;2;;;L3469;
Ne;1;5511.485;0.020;5511.4953;0.0004;150;;;149657.0392;167795.8966;2s2.2p5.(2P*<3/2>).3p;2[5/2];3;2s2.2p5.(2P*<1/2>).4d;2[5/2]*;3;;;L3469;
Ne;1;5520.63;0.02;5520.6299;0.0004;30;;;150858.5079;168967.3526;2s2.2p5.(2P*<1/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).6s;2[3/2]*;1;;;L7441;
Ne;1;5533.6788;0.0004;5533.6791;0.0004;750;;;150858.5079;168924.6500;2s2.2p5.(2P*<1/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).6s;2[3/2]*;2;;;L3451;
Ne;1;5538.6510;0.0004;5538.6518;0.0004;500;;;150917.4307;168967.3526;2s2.2p5.(2P*<3/2>).3p;2[1/2];0;2s2.2p5.(2P*<3/2>).6s;2[3/2]*;1;;;L3451;
Ne;1;5559.0978;0.0030;5559.0956;0.0004;350;;;149824.2215;167807.7649;2s2.2p5.(2P*<3/2>).3p;2[5/2];2;2s2.2p5.(2P*<1/2>).4d;2[3/2]*;1;;;L4498;
Ne;1;5562.4416;0.0030;5562.4415;0.0004;1500;1.43e+05;C;149824.2215;167796.9475;2s2.2p5.(2P*<3/2>).3p;2[5/2];2;2s2.2p5.(2P*<1/2>).4d;2[3/2]*;2;;T6976;L4498;
Ne;1;5562.7662;0.0004;5562.7668;0.0004;5000;9.88e+05;C+;149824.2215;167795.8966;2s2.2p5.(2P*<3/2>).3p;2[5/2];2;2s2.2p5.(2P*<1/2>).4d;2[5/2]*;3;;T6976;L3451;
Ne;1;5563.0531;0.0030;5563.0534;0.0004;750;1.02e+05;C;149824.2215;167794.9709;2s2.2p5.(2P*<3/2>).3p;2[5/2];2;2s2.2p5.(2P*<1/2>).4d;2[5/2]*;2;;T6976;L4498;
Ne;1;5576.0394;0.0030;5576.0386;0.0004;350;;;151038.4524;168967.3526;2s2.2p5.(2P*<1/2>).3p;2[1/2];1;2s2.2p5.(2P*<3/2>).6s;2[3/2]*;1;;;L4498;
Ne;1;5585.905;0.020;5585.9183;0.0007;50;;;152970.7328;170867.923;2s2.2p5.(2P*<1/2>).3p;2[1/2];0;2s2.2p5.(2P*<3/2>).6d;2[3/2]*;1;;;L3469;
Ne;1;5589.3472;0.0030;5589.3514;0.0004;500;;;151038.4524;168924.6500;2s2.2p5.(2P*<1/2>).3p;2[1/2];1;2s2.2p5.(2P*<3/2>).6s;2[3/2]*;2;;;L4498;
Ne;1;5591.15;0.02;5591.1081;0.0005;80;;;152970.7328;170851.3105;2s2.2p5.(2P*<1/2>).3p;2[1/2];0;2s2.2p5.(2P*<3/2>).6d;2[1/2]*;1;;;L7441;
Ne;8;;;5609;10;;3.57e+07;A;[1840047.0];[1857869];1s2.9s;2S;1/2;1s2.10p;2P*;;;T7495;;
Ne;1;5652.5664;0.0004;5652.5658;0.0005;750;7.37e+05;C+;150121.5922;167807.7649;2s2.2p5.(2P*<3/2>).3p;2[3/2];1;2s2.2p5.(2P*<1/2>).4d;2[3/2]*;1;;T6976;L3451;
Ne;1;5656.0258;0.0030;5656.0252;0.0005;750;3.66e+05;C+;150121.5922;167796.9475;2s2.2p5.(2P*<3/2>).3p;2[3/2];1;2s2.2p5.(2P*<1/2>).4d;2[3/2]*;2;;T6976;L4498;
Ne;1;5656.6588;0.0004;5656.6578;0.0005;5000;2.95e+06;C+;150121.5922;167794.9709;2s2.2p5.(2P*<3/2>).3p;2[3/2];1;2s2.2p5.(2P*<1/2>).4d;2[5/2]*;2;;T6976;L3451;
Ne;2;5662.200;0.020;5662.2007;0.0010;40;;;276677.1142;294333.192;2s2.2p4.(1S).3s;2S;1/2;2s2.2p4.(3P).4p;2P*;1/2;;;L1406;
Ne;1;5662.5489;0.0004;5662.5476;0.0005;750;5.31e+05;B+;148257.7898;165912.7861;2s2.2p5.(2P*<3/2>).3p;2[1/2];1;2s2.2p5.(2P*<3/2>).5s;2[3/2]*;1;;T2734;L3451;
Ne;1;5684.647;0.020;5684.6620;0.0005;250;;;152970.7328;170557.0484;2s2.2p5.(2P*<1/2>).3p;2[1/2];0;2s2.2p5.(2P*<3/2>).7s;2[3/2]*;1;;;L3469;
Ne;1;5689.8163;0.0004;5689.8156;0.0005;1500;1.41e+06;B+;148257.7898;165828.1766;2s2.2p5.(2P*<3/2>).3p;2[1/2];1;2s2.2p5.(2P*<3/2>).5s;2[3/2]*;2;;T2734;L3451;
Ne;1;5715.3409;0.0030;5715.3451;0.0005;350;;;150315.8612;167807.7649;2s2.2p5.(2P*<3/2>).3p;2[3/2];2;2s2.2p5.(2P*<1/2>).4d;2[3/2]*;1;;;L4498;
Ne;1;5718.8798;0.0030;5718.8818;0.0005;1500;2.54e+05;C+;150315.8612;167796.9475;2s2.2p5.(2P*<3/2>).3p;2[3/2];2;2s2.2p5.(2P*<1/2>).4d;2[3/2]*;2;;T6976;L4498;
Ne;1;5719.2248;0.0004;5719.2256;0.0005;5000;9.84e+05;C+;150315.8612;167795.8966;2s2.2p5.(2P*<3/2>).3p;2[3/2];2;2s2.2p5.(2P*<1/2>).4d;2[5/2]*;3;;T6976;L3451;
Ne;1;5719.5300;0.0030;5719.5285;0.0005;750;1.96e+05;C;150315.8612;167794.9709;2s2.2p5.(2P*<3/2>).3p;2[3/2];2;2s2.2p5.(2P*<1/2>).4d;2[5/2]*;2;;T6976;L4498;
Ne;2;5742.437;0.020;5742.4481;0.0010;80;;;276677.1142;294086.4608;2s2.2p4.(1S).3s;2S;1/2;2s2.2p4.(3P).4p;2P*;3/2;;;L1406;
Ne;1;5748.2985;0.0004;5748.2979;0.0005;5000;3.34e+06;C+;149657.0392;167048.6694;2s2.2p5.(2P*<3/2>).3p;2[5/2];3;2s2.2p5.(2P*<3/2>).4d;2[5/2]*;3;;T6976;L3451;
Ne;1;5748.6446;0.0030;5748.6487;0.0005;700;2.53e+05;C+;149657.0392;167047.6082;2s2.2p5.(2P*<3/2>).3p;2[5/2];3;2s2.2p5.(2P*<3/2>).4d;2[5/2]*;2;;T6976;L4498;
Ne;1;5760.5885;0.0004;5760.5882;0.0005;700;5.06e+05;C+;149657.0392;167011.5643;2s2.2p5.(2P*<3/2>).3p;2[5/2];3;2s2.2p5.(2P*<3/2>).4d;2[3/2]*;2;;T6976;L3451;
Ne;1;5764.0525;0.0030;5764.0530;0.0005;30;5.50e+05;C+;149657.0392;167001.1327;2s2.2p5.(2P*<3/2>).3p;2[5/2];3;2s2.2p5.(2P*<3/2>).4d;2[7/2]*;3;;T6976;L4498;
Ne;1;5764.4188;0.0004;5764.4189;0.0005;7000;1.12e+07;B;149657.0392;167000.0317;2s2.2p5.(2P*<3/2>).3p;2[5/2];3;2s2.2p5.(2P*<3/2>).4d;2[7/2]*;4;;T6976;L3451;
Ne;1;5770.3067;0.0030;5770.3132;0.0005;500;4.04e+05;C+;152970.7328;170296.0099;2s2.2p5.(2P*<1/2>).3p;2[1/2];0;2s2.2p5.(2P*<1/2>).5d;2[3/2]*;1;;T6976;L4498;
Ne;1;5804.0900;0.0030;5804.0920;0.0005;750;1.88e+05;C+;149824.2215;167048.6694;2s2.2p5.(2P*<3/2>).3p;2[5/2];2;2s2.2p5.(2P*<3/2>).4d;2[5/2]*;3;;T6976;L4498;
Ne;1;5804.4496;0.0004;5804.4496;0.0005;5000;3.60e+06;C+;149824.2215;167047.6082;2s2.2p5.(2P*<3/2>).3p;2[5/2];2;2s2.2p5.(2P*<3/2>).4d;2[5/2]*;2;;T6976;L3451;
Ne;1;5811.4066;0.0004;5811.4058;0.0005;3000;7.37e+05;C+;149824.2215;167026.9923;2s2.2p5.(2P*<3/2>).3p;2[5/2];2;2s2.2p5.(2P*<3/2>).4d;2[3/2]*;1;;T6976;L3451;
Ne;1;5816.6219;0.0030;5816.6224;0.0005;500;1.73e+05;C;149824.2215;167011.5643;2s2.2p5.(2P*<3/2>).3p;2[5/2];2;2s2.2p5.(2P*<3/2>).4d;2[3/2]*;2;;T6976;L4498;
Ne;1;5820.1558;0.0004;5820.1548;0.0005;5000;8.60e+06;C+;149824.2215;167001.1327;2s2.2p5.(2P*<3/2>).3p;2[5/2];2;2s2.2p5.(2P*<3/2>).4d;2[7/2]*;3;;T6976;L3451;
Ne;1;5828.9063;0.0030;5828.9068;0.0005;750;2.87e+05;C;149824.2215;166975.3424;2s2.2p5.(2P*<3/2>).3p;2[5/2];2;2s2.2p5.(2P*<3/2>).4d;2[1/2]*;1;;T6976;L4498;
Ne;1;5852.4878;0.0005;5852.4879;0.0010;20000;6.15e+07;AA;135888.7173;152970.7328;2s2.2p5.(2P*<1/2>).3s;2[1/2]*;1;2s2.2p5.(2P*<1/2>).3p;2[1/2];0;;T6389;L7292;
Ne;1;5868.4165;0.0030;5868.4155;0.0005;750;8.26e+05;C+;150772.1118;167807.7649;2s2.2p5.(2P*<1/2>).3p;2[3/2];1;2s2.2p5.(2P*<1/2>).4d;2[3/2]*;1;;T6976;L4498;
Ne;1;5872.1450;0.0030;5872.1443;0.0005;750;6.69e+05;C+;150772.1118;167796.9475;2s2.2p5.(2P*<1/2>).3p;2[3/2];1;2s2.2p5.(2P*<1/2>).4d;2[3/2]*;2;;T6976;L4498;
Ne;1;5872.8275;0.0004;5872.8261;0.0005;5000;6.07e+06;C+;150772.1118;167794.9709;2s2.2p5.(2P*<1/2>).3p;2[3/2];1;2s2.2p5.(2P*<1/2>).4d;2[5/2]*;2;;T6976;L3451;
Ne;1;5881.8950;0.0005;5881.8952;0.0010;10000;1.15e+07;B+;134041.8400;151038.4524;2s2.2p5.(2P*<3/2>).3s;2[3/2]*;2;2s2.2p5.(2P*<1/2>).3p;2[1/2];1;;T2733;L7292;
Ne;1;5898.3287;0.0030;5898.3291;0.0005;200;2.01e+05;C;150858.5079;167807.7649;2s2.2p5.(2P*<1/2>).3p;2[3/2];2;2s2.2p5.(2P*<1/2>).4d;2[3/2]*;1;;T6976;L4498;
Ne;1;5902.0944;0.0030;5902.0960;0.0005;30;7.35e+05;C+;150858.5079;167796.9475;2s2.2p5.(2P*<1/2>).3p;2[3/2];2;2s2.2p5.(2P*<1/2>).4d;2[3/2]*;2;;T6976;L4498;
Ne;1;5902.4623;0.0004;5902.4622;0.0005;500;8.56e+06;C+;150858.5079;167795.8966;2s2.2p5.(2P*<1/2>).3p;2[3/2];2;2s2.2p5.(2P*<1/2>).4d;2[5/2]*;3;;T6976;L3451;
Ne;1;5902.7835;0.0004;5902.7848;0.0005;50;1.25e+06;C+;150858.5079;167794.9709;2s2.2p5.(2P*<1/2>).3p;2[3/2];2;2s2.2p5.(2P*<1/2>).4d;2[5/2]*;2;;T6976;L3451;
Ne;1;5906.4294;0.0004;5906.4281;0.0005;500;4.51e+06;C+;150121.5922;167047.6082;2s2.2p5.(2P*<3/2>).3p;2[3/2];1;2s2.2p5.(2P*<3/2>).4d;2[5/2]*;2;;T6976;L3451;
Ne;8;;;5908;10;;7.46e+07;A;[1841265];[1858187];1s2.9p;2P*;;1s2.10d;2D;;;T7495;;
Ne;1;5913.6330;0.0010;5913.6310;0.0005;2500;3.19e+06;C+;150121.5922;167026.9923;2s2.2p5.(2P*<3/2>).3p;2[3/2];1;2s2.2p5.(2P*<3/2>).4d;2[3/2]*;1;;T6976;L7292;
Ne;1;5918.9068;0.0004;5918.9059;0.0005;2500;2.97e+06;C+;150917.4307;167807.7649;2s2.2p5.(2P*<3/2>).3p;2[1/2];0;2s2.2p5.(2P*<1/2>).4d;2[3/2]*;1;;T6976;L3451;
Ne;1;5919.0290;0.0040;5919.0328;0.0005;80;4.15e+05;C+;150121.5922;167011.5643;2s2.2p5.(2P*<3/2>).3p;2[3/2];1;2s2.2p5.(2P*<3/2>).4d;2[3/2]*;2;;T6976;L4498;
Ne;1;5934.4522;0.0040;5934.4538;0.0005;750;1.08e+06;C+;150121.5922;166967.6752;2s2.2p5.(2P*<3/2>).3p;2[3/2];1;2s2.2p5.(2P*<3/2>).4d;2[1/2]*;0;;T6976;L4498;
Ne;1;5939.3154;0.0040;5939.3168;0.0005;500;2.00e+05;B+;149824.2215;166656.5114;2s2.2p5.(2P*<3/2>).3p;2[5/2];2;2s2.2p5.(2P*<1/2>).5s;2[1/2]*;1;;T2318;L4498;
Ne;1;5944.8340;0.0005;5944.8342;0.0010;5000;1.13e+07;B+;134041.8400;150858.5079;2s2.2p5.(2P*<3/2>).3s;2[3/2]*;2;2s2.2p5.(2P*<1/2>).3p;2[3/2];2;;T2733;L7292;
Ne;1;5961.6228;0.0004;5961.6222;0.0005;700;2.28e+06;C+;151038.4524;167807.7649;2s2.2p5.(2P*<1/2>).3p;2[1/2];1;2s2.2p5.(2P*<1/2>).4d;2[3/2]*;1;;T6976;L3451;
Ne;1;5965.4710;0.0004;5965.4704;0.0005;5000;6.41e+06;C+;151038.4524;167796.9475;2s2.2p5.(2P*<1/2>).3p;2[1/2];1;2s2.2p5.(2P*<1/2>).4d;2[3/2]*;2;;T6976;L3451;
Ne;1;5966.1790;0.0040;5966.1741;0.0005;350;2.42e+05;C+;151038.4524;167794.9709;2s2.2p5.(2P*<1/2>).3p;2[1/2];1;2s2.2p5.(2P*<1/2>).4d;2[5/2]*;2;;T6976;L4498;
Ne;1;5974.6273;0.0004;5974.6282;0.0005;5000;6.06e+06;C+;150315.8612;167048.6694;2s2.2p5.(2P*<3/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).4d;2[5/2]*;3;;T6976;L3451;
Ne;1;5975.5343;0.0005;5975.5340;0.0010;6000;3.51e+06;B+;134041.8400;150772.1118;2s2.2p5.(2P*<3/2>).3s;2[3/2]*;2;2s2.2p5.(2P*<1/2>).3p;2[3/2];1;;T2733;L7292;
Ne;1;5982.3753;0.0040;5982.3783;0.0005;80;9.9e+04;C;150315.8612;167026.9923;2s2.2p5.(2P*<3/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).4d;2[3/2]*;1;;T6976;L4498;
Ne;1;5987.9074;0.0004;5987.9065;0.0005;1500;3.63e+06;C+;150315.8612;167011.5643;2s2.2p5.(2P*<3/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).4d;2[3/2]*;2;;T6976;L3451;
Ne;1;5991.6477;0.0040;5991.6502;0.0005;750;1.18e+06;C+;150315.8612;167001.1327;2s2.2p5.(2P*<3/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).4d;2[7/2]*;3;;T6976;L4498;
Ne;1;6000.9275;0.0004;6000.9258;0.0005;1000;1.14e+06;C+;150315.8612;166975.3424;2s2.2p5.(2P*<3/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).4d;2[1/2]*;1;;T6976;L3451;
Ne;1;6029.9968;0.0005;6029.9969;0.0010;10000;5.61e+06;B+;134459.2871;151038.4524;2s2.2p5.(2P*<3/2>).3s;2[3/2]*;1;2s2.2p5.(2P*<1/2>).3p;2[1/2];1;;T2733;L7292;
Ne;1;6042.013;0.020;6041.9880;0.0005;150;1.56e+05;C;152970.7328;169516.9948;2s2.2p5.(2P*<1/2>).3p;2[1/2];0;2s2.2p5.(2P*<3/2>).5d;2[3/2]*;1;;T6976;L3469;
Ne;1;6046.1348;0.0004;6046.1328;0.0005;500;2.26e+05;B+;150121.5922;166656.5114;2s2.2p5.(2P*<3/2>).3p;2[3/2];1;2s2.2p5.(2P*<1/2>).5s;2[1/2]*;1;;T2318;L3451;
Ne;8;;;6056;10;;1.13e+08;A;[1841702];[1858210.3];1s2.9d;2D;;1s2.10f;2F*;;;T7495;;
Ne;1;6064.5359;0.0004;6064.5355;0.0005;500;1.64e+06;B+;150121.5922;166606.3370;2s2.2p5.(2P*<3/2>).3p;2[3/2];1;2s2.2p5.(2P*<1/2>).5s;2[1/2]*;0;;T2734;L3451;
Ne;8;;;6067;10;;1.50e+08;A;[1841734];[1858213.1];1s2.9f;2F*;;1s2.10g;2G;;;T7495;;
Ne;8;;;6068;10;;2.47e+08;A;[1841739.9];[1858215.1];1s2.9h;2H*;;1s2.10i;2I;;;T7495;;
Ne;8;;;6068;10;;1.94e+08;A;[1841738.2];[1858214.3];1s2.9g;2G;;1s2.10h;2H*;;;T7495;;
Ne;8;;;6069;10;;1.08e+07;A;[1841739.9];[1858213.1];1s2.9h;2H*;;1s2.10g;2G;;;T7495;;
Ne;8;;;6069;10;;6.01e+06;A;[1841740.9];[1858214.3];1s2.9i;2I;;1s2.10h;2H*;;;T7495;;
Ne;8;;;6069;10;;1.76e+07;A;[1841738.2];[1858210.3];1s2.9g;2G;;1s2.10f;2F*;;;T7495;;
Ne;8;;;6069;10;;2.83e+06;A;[1841741.7];[1858215.1];1s2.9k;2K*;;1s2.10i;2I;;;T7495;;
Ne;1;6074.3376;0.0005;6074.3377;0.0010;10000;6.03e+07;B+;134459.2871;150917.4307;2s2.2p5.(2P*<3/2>).3s;2[3/2]*;1;2s2.2p5.(2P*<3/2>).3p;2[1/2];0;;T2733;L7292;
Ne;8;;;6076;10;;2.78e+07;A;[1841734];[1858187];1s2.9f;2F*;;1s2.10d;2D;;;T7495;;
Ne;1;6096.1630;0.0005;6096.1631;0.0010;3000;1.81e+07;B+;134459.2871;150858.5079;2s2.2p5.(2P*<3/2>).3s;2[3/2]*;1;2s2.2p5.(2P*<1/2>).3p;2[3/2];2;;T2733;L7292;
Ne;2;6110.88;0.05;6110.8106;0.0007;100;;;301801.0594;318160.9720;2s2.2p4.(3P).4d;4D;7/2;2s2.2p4.(3P<2>).6f;2[3]*;7/2;;;L1406;
Ne;2;6112.72;0.05;6112.6489;0.0007;160;;;301801.0594;318156.0520;2s2.2p4.(3P).4d;4D;7/2;2s2.2p4.(3P<2>).6f;2[4]*;9/2;;;L1406;
Ne;1;6118.0187;0.0040;6118.0141;0.0005;150;6.09e+05;B+;150315.8612;166656.5114;2s2.2p5.(2P*<3/2>).3p;2[3/2];2;2s2.2p5.(2P*<1/2>).5s;2[1/2]*;1;;T2318;L4498;
Ne;1;6128.4498;0.0004;6128.4499;0.0010;1000;6.70e+05;B+;134459.2871;150772.1118;2s2.2p5.(2P*<3/2>).3s;2[3/2]*;1;2s2.2p5.(2P*<1/2>).3p;2[3/2];1;;T2733;L3451;
Ne;2;6132.77;0.05;6132.7179;0.0008;100;;;301855.6707;318157.1429;2s2.2p4.(3P).4d;4D;5/2;2s2.2p4.(3P<2>).6f;2[4]*;7/2;;;L1406;
Ne;1;6142.508;0.020;6142.5058;0.0005;1000;1.64e+06;C+;150772.1118;167047.6082;2s2.2p5.(2P*<1/2>).3p;2[3/2];1;2s2.2p5.(2P*<3/2>).4d;2[5/2]*;2;;T6976;L3469;
Ne;1;6143.0627;0.0005;6143.0626;0.0010;10000;2.82e+07;B+;134041.8400;150315.8612;2s2.2p5.(2P*<3/2>).3s;2[3/2]*;2;2s2.2p5.(2P*<3/2>).3p;2[3/2];2;;T2733;L7292;
